ID,Valid Landslide,Latitude,Longitude,CURVATURE,TWI,SLOPE_deg,DEM,ASPECT_deg,LANDCOVER_CODE,ASPECT_sin,ASPECT_cos
1,1,-36.819859,174.746298,1.37964487075806,5.28641319274902,11.4418144226074,18.809871673584,222.978637695312,1.0,-0.681725632885012,-0.73160792878941
2,1,-36.798134,174.684934,0.19054114818573,6.55506801605225,14.6713609695435,19.5146465301514,166.090866088867,1.0,0.240382787961447,-0.970678172852301
3,1,-36.932751,174.744548,0.0685065984725952,9.92123413085938,17.0203418731689,22.5421943664551,158.192901611328,11.0,0.371482863044761,-0.928439810900021
4,1,-36.852885,174.792092,0.52875280380249,3.76068091392517,29.1802597045898,24.1946220397949,59.103946685791,11.0,0.858100277776215,0.513482145045359
5,1,-36.809204,174.718141,-0.0876069068908691,5.85452127456665,15.3881301879883,69.3670272827148,57.3259162902832,1.0,0.841755059835806,0.539859629200794
6,1,-36.828798,174.774452,1.74193680286407,4.76311540603638,25.5562801361084,16.4359378814697,170.625564575195,2.0,0.162885751303193,-0.98664493715946
7,1,-36.806508,174.690836,-0.246518850326538,7.32857990264893,12.1521472930908,41.9897651672363,207.79704284668,2.0,-0.466340984670658,-0.88460504521306
8,1,-36.929127,174.70183,0.540308654308319,4.32819414138794,11.9180164337158,8.0575532913208,145.530258178711,2.0,0.565970932928796,-0.824425195563374
9,1,-36.729056,174.733944,0.38420557975769,4.50047636032104,19.5610637664795,56.971809387207,12.7538738250732,1.0,0.220763378388772,0.975327396704499
10,1,-36.932751,174.744548,0.0685065984725952,9.92123413085938,17.0203418731689,22.5421943664551,158.192901611328,11.0,0.371482863044761,-0.928439810900021
11,1,-36.930671,174.7356,0.666463375091553,4.76795101165771,11.5271892547607,98.4007339477539,135.17658996582,2.0,0.704924069094379,-0.709282776339186
12,1,-36.809761,174.718009,-0.212717056274414,6.41273736953735,11.8590927124023,76.4519119262695,53.2000885009766,2.0,0.800732296219655,0.599022361678425
13,1,-36.911915,174.607494,0.046384334564209,4.49180936813354,15.0459270477295,87.1257705688477,122.752799987793,10.0,0.841012575075438,-0.541015571462579
14,1,-36.814291,174.713282,0.365906953811646,4.13864421844482,14.3115291595459,61.4203453063965,242.538131713867,1.0,-0.887317941481124,-0.461158184060199
15,1,-36.823535,174.618476,-0.137579441070557,8.35767555236816,5.04075479507446,23.4629592895508,103.868850708008,1.0,0.970846939943716,-0.239700269507405
16,1,-36.616785,174.561835,-0.369542837142944,5.55470275878906,10.5212335586548,42.5250549316406,134.489791870117,4.0,0.713375315666545,-0.700782176569622
17,1,-36.62694,174.522791,0.166237354278564,4.71341896057129,23.3041515350342,52.4398918151855,305.618377685547,4.0,-0.812914002628166,0.582383743189191
18,1,-36.624394,174.517157,-0.497859716415405,5.60910320281982,16.3384056091309,24.2697715759277,120.790428161621,4.0,0.85904542687362,-0.51189935980378
19,1,-36.608993,174.509634,0.263512134552002,5.28868103027344,13.6215581893921,37.6681289672852,192.936721801758,4.0,-0.22387481050023,-0.974617909348831
20,1,-36.624783,174.544033,0.424003601074219,4.43576669692993,20.7602787017822,72.6266326904297,132.242309570312,4.0,0.740308368123152,-0.672267446844509
21,1,-36.625821,174.518447,-0.123113393783569,5.91338396072388,6.17090225219727,20.9118232727051,280.775299072266,4.0,-0.982367941873434,0.186957820856348
22,1,-36.622221,174.519426,0.0621497631072998,5.41927289962769,21.2994194030762,42.0838775634766,163.113174438477,4.0,0.2904821787559,-0.956880402048879
23,1,-36.623333,174.522023,-0.174421072006226,5.09415817260742,23.8232536315918,43.993221282959,334.672119140625,4.0,-0.427797750908207,0.903874484825122
24,1,-36.623376,174.523843,-0.0008761882781982,4.90229940414429,16.5508480072021,61.3311347961426,102.633735656738,4.0,0.975788150412586,-0.218717821666147
25,1,-36.620044,174.523236,0.156867504119873,4.97237825393677,15.4862451553345,81.2981109619141,18.7917385101318,7.0,0.322129194335399,0.94669571782956
26,1,-36.616358,174.524868,-0.173211097717285,5.9250636100769,10.888298034668,38.043342590332,216.796096801758,4.0,-0.59896904837343,-0.800772176771039
27,1,-36.620823,174.529734,-0.126194953918457,4.53312110900879,23.2620487213135,52.1708030700684,46.5367088317871,4.0,0.725815243983776,0.687889694355695
28,1,-36.612766,174.564838,-0.467073917388916,4.81225776672363,30.341402053833,65.2274856567383,129.674255371094,4.0,0.76968649397812,-0.638422039866787
30,1,-36.768025,174.6608,0.943613052368164,4.91979026794434,16.2791938781738,57.1618461608887,116.680053710938,10.0,0.893527754901351,-0.449007963427099
31,1,-36.768272,174.645939,0.100810825824738,5.16403675079346,10.3700504302979,6.35245752334595,103.551567077637,5.0,0.972159422205928,-0.234320416985453
32,1,-36.76848,174.645877,0.100276619195938,5.09617948532104,11.0807085037231,5.8392539024353,131.93359375,5.0,0.743919853700382,-0.668268846550849
33,1,-36.768626,174.645636,-0.0533543527126312,5.49065160751343,13.0076398849487,6.20566654205322,147.335983276367,5.0,0.539711722776427,-0.841849901287457
34,1,-36.779877,174.665992,1.24555373191833,4.54822063446045,26.9364433288574,15.5673694610596,175.555892944336,18.0,0.0774865498327122,-0.996993397468119
36,1,-36.776245,174.661475,0.0186074525117874,9.26621913909912,0.390103816986084,1.42380964756012,41.1735229492188,2.0,0.658341690058452,0.752719216661153
37,1,-36.77648,174.661782,0.0253491103649139,8.26540851593018,0.471673429012299,1.39988780021667,49.881721496582,2.0,0.764715873633927,0.644367622256348
39,1,-36.775942,174.633164,-0.0472618266940117,7.034255027771,2.42195892333984,2.02882432937622,32.9000778198242,4.0,0.543175590332076,0.839619126787498
40,1,-36.781947,174.645609,-0.0541750341653824,8.74239730834961,4.60090398788452,2.44519758224487,79.5968246459961,2.0,0.983561464862872,0.180573654880224
41,1,-36.782731,174.645507,0.0245444476604462,7.88199710845947,4.31739187240601,3.28576493263245,107.715545654297,2.0,0.952578955071843,-0.304291528561405
42,1,-36.807003,174.622226,0.0173270702362061,6.66455221176147,3.50303030014038,39.0453033447266,57.9005432128906,4.0,0.847126959456137,0.531390548055383
43,1,-36.807022,174.622272,0.0096738338470459,6.75665807723999,3.72664666175842,38.7533988952637,58.7315483093262,4.0,0.854744759174539,0.519048549428335
44,1,-36.807042,174.622378,0.0020980834960937,6.84211206436157,3.90963459014893,38.4430656433105,59.1612243652344,4.0,0.8586131688447,0.512624059410464
45,1,-36.805733,174.611716,-0.0196099281311035,7.31621170043945,3.954350233078,31.1159267425537,301.638671875,4.0,-0.851373075066054,0.524560660984573
47,1,-36.793298,174.600145,-0.0573776662349701,8.23629951477051,4.12061786651611,3.02603602409363,64.1360549926758,4.0,0.899832470730214,0.436235629699773
48,1,-36.790439,174.591773,-0.159178674221039,7.97226667404175,10.014440536499,4.38324165344238,111.993881225586,5.0,0.927223854551505,-0.374507574757374
49,1,-36.78887,174.59212,-0.102043896913528,6.76015949249268,9.99153423309326,5.1691780090332,76.860466003418,4.0,0.973819346396525,0.227323295295148
50,1,-36.789114,174.592042,0.18594041466713,6.55578374862671,10.9444274902344,6.66501045227051,88.0527725219727,4.0,0.999422547432711,0.0339789888476815
51,1,-36.788806,174.591333,0.03853440284729,5.36250066757202,10.6233396530151,14.5512380599976,87.9552917480469,4.0,0.999363290474816,0.0356793168565406
52,1,-36.613445,174.564756,-0.326573848724365,4.3080153465271,37.0079956054688,54.9128379821777,106.705345153809,4.0,0.957795682661274,-0.287449874370165
53,1,-36.621646,174.54964,-0.475633144378662,7.6280689239502,17.2978248596191,88.1227416992188,19.5837497711182,4.0,0.335184369928869,0.942152555669934
54,1,-36.624693,174.544065,0.439870357513428,4.65118837356567,20.907341003418,74.0257186889648,133.103271484375,4.0,0.730123261745872,-0.683315463499523
55,1,-36.624016,174.544646,0.662398338317871,4.63941621780396,24.8837585449219,79.7048873901367,155.818374633789,4.0,0.409630497798965,-0.912251530704647
56,1,-36.623655,174.542724,-1.12153887748718,6.46120500564575,13.3636035919189,57.1557884216309,276.072662353516,4.0,-0.99438853293094,0.105789628865273
57,1,-36.623919,174.542617,-0.128984451293945,4.929762840271,16.1260929107666,58.1370391845703,307.078979492188,4.0,-0.797805178323563,0.602915331900018
58,1,-36.623856,174.543056,-0.65043568611145,7.05106115341187,22.243709564209,64.8685913085938,294.966827392578,4.0,-0.906552318933331,0.422093464811527
