Area Maximum,Valid Landslide,Latitude,Longitude,X Coordinate,Y Coordinate
9,1,-36.579645,174.534062,1737247.29,5950662.23
46,1,-36.578895,174.533944,1737238.03,5950745.57
46,1,-36.578745,174.533877,1737232.29,5950762.33
225,1,-36.577986,174.534803,1737316.52,5950845.23
225,1,-36.578089,174.534669,1737304.3900000001,5950833.99
9,1,-36.577666,174.53556,1737384.87,5950879.63
46,1,-36.576958,174.534519,1737292.93,5950959.67
46,1,-36.577024,174.534496,1737290.72,5950952.39
46,1,-36.576767,174.533579,1737209.1400000001,5950982.149999999
46,1,-36.576555,174.533865,1737235.1600000001,5951005.31
9,1,-36.576669,174.533813,1737230.31,5950992.74
46,1,-36.576666,174.53437,1737280.1400000001,5950992.3
9,1,-36.576221,174.533861,1737235.3800000001,5951042.35
46,1,-36.576045,174.533956,1737244.2,5951061.75
9,1,-36.575853,174.534179,1737264.48,5951082.7
46,1,-36.574799,174.533513,1737206.72,5951200.659999999
46,1,-36.574598,174.5346,1737304.3900000001,5951221.38
9,1,-36.574061,174.533969,1737248.83,5951281.8
46,1,-36.574215,174.533913,1737243.54,5951264.819999999
9,1,-36.573732,174.534724,1737316.96,5951317.29
46,1,-36.573641,174.534786,1737322.6900000002,5951327.22
46,1,-36.571946,174.5338,1737237.47,5951516.72
46,1,-36.568106,174.534244,1737284,5951942.04
9,1,-36.567655,174.533654,1737231.96,5951992.970000001
46,1,-36.567775,174.53372,1737237.7,5951979.52
46,1,-36.567722,174.533551,1737222.7,5951985.7
46,1,-36.571675,174.536366,1737467.55,5951543.07
46,1,-36.571829,174.536492,1737478.58,5951525.87
225,1,-36.576144,174.536257,1737449.91,5951047.42
46,1,-36.577666,174.536499,1737468.8800000001,5950878.31
46,1,-36.577592,174.536542,1737472.84,5950886.46
225,1,-36.577371,174.536863,1737501.95,5950910.5
46,1,-36.578239,174.536735,1737488.94,5950814.359999999
46,1,-36.578349,174.536685,1737484.31,5950802.24
46,1,-36.578489,174.53693,1737505.92,5950786.359999999
46,1,-36.57877,174.536223,1737442.2,5950756.159999999
46,1,-36.578852,174.536533,1737469.76,5950746.68
225,1,-36.579613,174.535594,1737384.43,5950663.55
225,1,-36.579877,174.535976,1737418.1600000001,5950633.79
46,1,-36.580329,174.536646,1737477.25,5950582.63
46,1,-36.580936,174.53596,1737414.86,5950516.2700000005
225,1,-36.580816,174.535559,1737379.2,5950530.159999999
46,1,-36.580878,174.5357,1737391.7,5950523.1
225,1,-36.58116,174.535718,1737392.81,5950491.79
46,1,-36.581321,174.535423,1737366.1300000001,5950474.38
46,1,-36.581355,174.535523,1737374.95,5950470.41
46,1,-36.581608,174.535634,1737384.43,5950442.18
46,1,-36.581533,174.53528,1737352.9,5950451
9,1,-36.580745,174.53708,1737515.4,5950535.89
225,1,-36.581288,174.536544,1737466.45,5950476.359999999
46,1,-36.583202,174.536029,1737416.95,5950264.8
46,1,-36.583852,174.535949,1737408.6800000002,5950192.81
225,1,-36.583981,174.535769,1737392.37,5950178.7
225,1,-36.585571,174.536885,1737489.3800000001,5950000.7700000005
9,1,-36.585367,174.539262,1737702.37,5950019.95
225,1,-36.584609,174.537179,1737517.3800000001,5950107.05
46,1,-36.581626,174.538133,1737608,5950436.67
46,1,-36.581514,174.538133,1737608.22,5950449.02
225,1,-36.581484,174.538332,1737626.08,5950452.109999999
46,1,-36.575429,174.539787,1737766.97,5951121.72
225,1,-36.566105,174.53938,1737747.1300000001,5952156.68
225,1,-36.566237,174.539299,1737739.6300000001,5952142.13
225,1,-36.56316,174.541369,1737930.35,5952480.58
46,1,-36.566449,174.541959,1737977.32,5952114.79
225,1,-36.566663,174.541396,1737926.6,5952091.859999999
225,1,-36.566778,174.5413,1737917.78,5952079.29
46,1,-36.584876,174.542169,1737963.32,5950070.33
46,1,-36.585412,174.543762,1738104.87,5950008.6
225,1,-36.585085,174.542737,1738013.81,5950046.3
225,1,-36.584473,174.544283,1738153.1500000001,5950112.01
225,1,-36.584449,174.54458,1738179.83,5950114.21
225,1,-36.584051,174.544001,1738128.6800000002,5950159.1899999995
225,1,-36.583917,174.54422,1738148.52,5950173.74
46,1,-36.583761,174.544165,1738143.8900000001,5950191.159999999
9,1,-36.583843,174.544386,1738163.52,5950181.68
9,1,-36.584046,174.544686,1738189.97,5950158.75
9,1,-36.58413,174.54465,1738186.6700000002,5950149.49
225,1,-36.574538,174.542978,1738054.1600000001,5951215.98
225,1,-36.573769,174.543099,1738066.28,5951301.09
46,1,-36.567502,174.542383,1738013.37,5951997.38
225,1,-36.56324,174.542999,1738076.09,5952469.33
46,1,-36.564366,174.544894,1738243.6600000001,5952341.67
225,1,-36.564616,174.544482,1738206.4,5952314.55
1.1,1,-36.564694,174.543881,1738152.46,5952306.79
46,1,-36.564932,174.544772,1738231.76,5952279.05
9,1,-36.565008,174.5452,1738269.9,5952270.01
46,1,-36.564827,174.545255,1738275.1900000002,5952290.08
46,1,-36.564938,174.544484,1738205.96,5952278.83
46,1,-36.571862,174.545873,1738317.97,5951508.68
46,1,-36.571794,174.545902,1738320.61,5951516.17
225,1,-36.573634,174.546244,1738347.95,5951311.56
225,1,-36.574237,174.546027,1738327.45,5951244.970000001
225,1,-36.576605,174.545342,1738261.96,5950983.26
46,1,-36.58228,174.545317,1738249.62,5950353.7700000005
9,1,-36.583974,174.545442,1738257.77,5950165.6899999995
46,1,-36.584457,174.545538,1738265.49,5950111.9
9,1,-36.584957,174.546383,1738340.24,5950055.23
46,1,-36.585259,174.546259,1738328.55,5950021.94
1.1,1,-36.585284,174.546809,1738377.72,5950018.41
46,1,-36.584761,174.547759,1738463.6500000001,5950074.98
46,1,-36.585232,174.54663,1738361.84,5950024.359999999
46,1,-36.585011,174.546685,1738367.1400000001,5950048.84
46,1,-36.585105,174.546189,1738322.6,5950039.14
46,1,-36.58493,174.546008,1738306.72,5950058.76
9,1,-36.58468,174.546264,1738330.09,5950086.1
46,1,-36.584619000000004,174.546226,1738326.79,5950092.930000001
46,1,-36.583713,174.547606,1738451.8,5950191.49
46,1,-36.583399,174.547422,1738435.93,5950226.55
46,1,-36.58228,174.548368,1738522.58,5950349.359999999
46,1,-36.582587,174.545613,1738275.52,5950319.26
225,1,-36.582749,174.544851,1738207.07,5950302.46
225,1,-36.58313,174.545774,1738288.97,5950258.85
225,1,-36.582893,174.545661,1738279.27,5950285.31
46,1,-36.581882,174.547162,1738415.42,5950395.22
46,1,-36.58198,174.547014,1738401.97,5950384.64
9,1,-36.581105,174.547293,1738428.54,5950481.319999999
46,1,-36.569557,174.546698,1738395.91,5951763.23
9,1,-36.563343,174.550334,1738732.37,5952447.4
46,1,-36.565827,174.550608,1738752.43,5952171.35
46,1,-36.566078,174.551064,1738792.78,5952142.9
46,1,-36.573886,174.551393,1738808.22,5951276.17
46,1,-36.57707,174.551567,1738818.1400000001,5950922.73
1.1,1,-36.577186,174.551949,1738852.09,5950909.28
225,1,-36.563731,174.551177,1738807.12,5952403.08
9,1,-36.563941,174.551203,1738809.1,5952379.71
9,1,-36.563556,174.550853,1738778.45,5952422.92
46,1,-36.56298,174.551196,1738810.12,5952486.35
46,1,-36.564116,174.554422,1739096.83,5952355.67
46,1,-36.565604,174.554647,1739114.25,5952190.31
225,1,-36.568733,174.553337,1738991.44,5951845.03
225,1,-36.569457,174.554879,1739128.1400000001,5951762.57
9,1,-36.572329,174.555469,1739175.77,5951443.08
46,1,-36.572364,174.555504,1739178.86,5951439.109999999
9,1,-36.574857,174.555323,1739158.1300000001,5951162.84
46,1,-36.733908,174.61818,1744485.01,5933424.87
225,1,-36.723204,174.57473,1740624.6500000001,5934677.08
46,1,-36.721692,174.583817,1741438.8900000001,5934831.48
46,1,-36.721555,174.583726,1741431.05,5934846.819999999
225,1,-36.722142,174.579414,1741044.8900000001,5934788.02
9,1,-36.720614,174.575782,1740723.32,5934962.87
9,1,-36.721142,174.575678,1740713.01,5934904.5
9,1,-36.721067,174.575694,1740714.6300000001,5934912.7700000005
46,1,-36.571347,174.556188,1739241.91,5951550.9
46,1,-36.568507,174.556409,1739266.72,5951865.64
46,1,-36.568433,174.556355,1739262.09,5951874.02
46,1,-36.568348,174.556314,1739258.56,5951883.5
9,1,-36.564694,174.556912,1739318.6400000001,5952287.98
9,1,-36.563736,174.556171,1739254.04,5952395.359999999
46,1,-36.563302,174.556515,1739285.57,5952442.99
46,1,-36.562803,174.55648,1739283.37,5952498.33
46,1,-36.571436,174.559343,1739524.03,5951536.46
46,1,-36.571423,174.559281,1739518.51,5951538
46,1,-36.58099,174.560001,1739565.7,5950475.7
9,1,-36.58115,174.5591,1739484.78,5950459.159999999
46,1,-36.581263,174.5601,1739574.08,5950445.2700000005
9,1,-36.583515,174.55914,1739484.12,5950196.78
46,1,-36.584033,174.559037,1739473.98,5950139.46
9,1,-36.584014,174.55911,1739480.59,5950141.44
46,1,-36.583901,174.559118,1739481.47,5950154.01
46,1,-36.582345,174.562468,1739783.98,5950321.8
46,1,-36.582146,174.562471,1739784.6400000001,5950343.85
46,1,-36.582617,174.560908,1739643.97,5950293.8
46,1,-36.58049,174.562232,1739766.23,5950527.84
46,1,-36.580577,174.561652,1739714.2,5950519.02
46,1,-36.580097,174.56148,1739699.6400000001,5950572.6
46,1,-36.578506,174.562177,1739764.91,5950748.109999999
46,1,-36.579067,174.561462,1739699.86,5950686.81
225,1,-36.574417,174.560368,1739610.35,5951204.29
46,1,-36.570977,174.56309,1739860.1600000001,5951581.99
46,1,-36.572862,174.564254,1739960.92,5951371.2
46,1,-36.572821,174.564187,1739954.97,5951375.83
9,1,-36.572789,174.56389,1739928.51,5951379.8
9,1,-36.572733,174.563904,1739929.83,5951385.98
9,1,-36.572746,174.563692,1739910.87,5951384.87
225,1,-36.580783,174.563704,1739897.42,5950493.23
46,1,-36.582841,174.563048,1739835.02,5950265.91
46,1,-36.583202,174.564436,1739958.49,5950223.79
225,1,-36.583076,174.564655,1739978.34,5950237.46
46,1,-36.581749,174.563471,1739874.82,5950386.4
46,1,-36.58178,174.563871,1739910.54,5950382.430000001
46,1,-36.581831,174.563914,1739914.29,5950376.7
46,1,-36.582245,174.563829,1739905.91,5950330.84
46,1,-36.582432,174.56402,1739922.6600000001,5950309.89
46,1,-36.58309,174.563884,1739909.33,5950237.02
9,1,-36.505934,174.564085,1740066.49,5958796.23
9,1,-36.506064,174.564112,1740068.7,5958781.68
225,1,-36.505908,174.563496,1740013.8,5958799.98
46,1,-36.505794,174.563678,1740030.33,5958812.319999999
46,1,-36.505756,174.564175,1740074.87,5958815.85
225,1,-36.503629,174.565278,1740177.51,5959050.119999999
225,1,-36.503953,174.56501600000001,1740153.47,5959014.619999999
46,1,-36.504257,174.564262,1740085.34,5958981.99
9,1,-36.504151,174.564324,1740091.08,5958993.67
46,1,-36.503942,174.566694,1740303.74,5959013.41
46,1,-36.501934,174.563409,1740013.1300000001,5959240.95
9,1,-36.50314,174.564111,1740073.8800000001,5959106.119999999
46,1,-36.502966,174.564509,1740109.82,5959124.859999999
46,1,-36.503202,174.564376,1740097.47,5959098.85
46,1,-36.503132,174.564431,1740102.54,5959106.56
46,1,-36.496915,174.565555,1740214.44,5959794.59
225,1,-36.502983,174.570024,1740603.71,5959114.94
46,1,-36.503596,174.569052,1740515.51,5959048.35
46,1,-36.50392,174.570983,1740687.93,5959009.55
46,1,-36.505868,174.570698,1740658.83,5958793.91
46,1,-36.504567,174.570625,1740654.6400000001,5958938.33
46,1,-36.504874,174.570537,1740646.26,5958904.38
225,1,-36.505567,174.565908,1740230.42,5958834.26
9,1,-36.50734,174.564126,1740067.59,5958640.119999999
46,1,-36.506937,174.563837,1740042.46,5958685.319999999
46,1,-36.507323,174.564282,1740081.6,5958641.78
46,1,-36.507291,174.56401,1740057.34,5958645.75
225,1,-36.507067,174.563858,1740044.11,5958670.88
1.1,1,-36.506099,174.565818,1740221.3800000001,5958775.39
1.1,1,-36.507543,174.563936,1740050.29,5958617.970000001
1.1,1,-36.507341,174.563573,1740018.1,5958640.9
1.1,1,-36.506812,174.563552,1740017.21,5958699.55
46,1,-36.50814,174.567445,1740363.3800000001,5958546.53
225,1,-36.508975,174.564133,1740065.28,5958458.78
46,1,-36.508854,174.564086,1740061.31,5958472.22
46,1,-36.509108,174.563983,1740051.61,5958444.22
46,1,-36.509186,174.563945,1740048.08,5958435.619999999
46,1,-36.509242,174.563909,1740044.77,5958429.45
225,1,-36.50856,174.564122,1740065.06,5958504.859999999
225,1,-36.508269,174.564471,1740096.81,5958536.609999999
225,1,-36.508311,174.564302,1740081.6,5958532.2
225,1,-36.508251,174.56466,1740113.79,5958538.37
46,1,-36.508682,174.564075,1740060.6500000001,5958491.41
46,1,-36.508384,174.564148,1740067.7,5958524.26
225,1,-36.509786,174.56448,1740094.93,5958368.2700000005
46,1,-36.508436,174.564059,1740059.6600000001,5958518.64
46,1,-36.508757,174.563997,1740053.48,5958483.14
225,1,-36.508962,174.56521,1740161.74,5958458.659999999
46,1,-36.509197,174.564973,1740140.1300000001,5958432.87
225,1,-36.509353,174.5649,1740133.3,5958415.67
46,1,-36.514427,174.565328,1740162.51,5957852.22
46,1,-36.515212,174.565349,1740162.95,5957765.13
46,1,-36.515443,174.564997,1740130.98,5957739.99
46,1,-36.515626,174.564988,1740129.8800000001,5957719.71
46,1,-36.516289,174.56435,1740071.56,5957647.06
9,1,-36.51667,174.564107,1740049.07,5957605.159999999
46,1,-36.516741,174.564237,1740060.6500000001,5957597.119999999
225,1,-36.718554,174.572461,1740430.41,5935196.319999999
225,1,-36.717886,174.574886,1740648.22,5935266.88
225,1,-36.718064,174.574742,1740635.03,5935247.35
225,1,-36.718168,174.574202,1740586.6800000002,5935236.609999999
1.1,1,-36.719038,174.572984,1740476.31,5935141.859999999
46,1,-36.704649,174.613687,1744138.41,5936677.659999999
225,1,-36.704754,174.613887,1744156.1300000001,5936665.7
46,1,-36.704231,174.613331,1744107.4,5936724.619999999
225,1,-36.70425,174.613123,1744088.8,5936722.84
225,1,-36.506627,174.571562,1740734.9,5958708.37
225,1,-36.516237,174.568684,1740459.73,5957646.5
1.1,1,-36.516383,174.568441,1740437.6800000002,5957630.63
225,1,-36.51689,174.567702,1740370.6500000001,5957575.51
9,1,-36.51706,174.576511,1741159.11,5957543.76
225,1,-36.516472,174.576829,1741188.6600000001,5957608.58
46,1,-36.516136,174.576054,1741119.86,5957646.95
9,1,-36.57959,174.529572,1736845.6700000002,5950674.6899999995
225,1,-36.579605,174.529789,1736865.07,5950672.7
46,1,-36.579887,174.529216,1736813.26,5950642.28
46,1,-36.580042,174.530291,1736909.1700000002,5950623.53
46,1,-36.579769,174.530963,1736969.8,5950652.859999999
46,1,-36.579847,174.530945,1736968.04,5950644.26
9,1,-36.579517,174.5305,1736928.79,5950681.52
225,1,-36.580594,174.529999,1736882.05,5950562.68
46,1,-36.580447,174.530035,1736885.58,5950579
46,1,-36.580386,174.529792,1736863.97,5950586.05
46,1,-36.58097,174.52924,1736813.48,5950522.109999999
225,1,-36.5809,174.529401,1736828.03,5950529.609999999
9,1,-36.580872,174.529164,1736806.87,5950533.13
9,1,-36.580593,174.530553,1736931.6600000001,5950562.02
9,1,-36.580671,174.530983,1736970.03,5950552.76
9,1,-36.580612,174.530982,1736970.03,5950559.37
46,1,-36.581102,174.529484,1736835.09,5950507.119999999
225,1,-36.581228,174.530213,1736900.1300000001,5950492.119999999
225,1,-36.581411,174.531141,1736982.81,5950470.52
46,1,-36.58161,174.531096,1736978.4,5950448.470000001
46,1,-36.581629,174.529753,1736858.24,5950448.25
225,1,-36.582318,174.530284,1736904.54,5950371.08
46,1,-36.582454,174.530252,1736901.45,5950356.08
46,1,-36.582545,174.530249,1736901.01,5950345.94
9,1,-36.583241,174.530366,1736910.27,5950268.55
46,1,-36.583103,174.531063,1736972.8900000001,5950282.88
46,1,-36.584099,174.529789,1736857.1400000001,5950174.18
9,1,-36.584018,174.529741,1736852.95,5950183.22
46,1,-36.58418,174.529508,1736831.78,5950165.58
225,1,-36.584186,174.530752,1736943.1300000001,5950163.159999999
46,1,-36.584255,174.530842,1736951.06,5950155.44
46,1,-36.584443,174.53106,1736970.25,5950134.28
46,1,-36.584373,174.531377,1736998.6900000002,5950141.55
46,1,-36.584903,174.531434,1737002.8800000001,5950082.68
225,1,-36.584817,174.531132,1736975.98,5950092.6
46,1,-36.585573,174.529707,1736847.21,5950010.8
46,1,-36.585215,174.529272,1736808.85,5950051.149999999
46,1,-36.584885,174.527116,1736616.59,5950090.84
46,1,-36.583533,174.528664,1736757.48,5950238.57
9,1,-36.583475,174.527019,1736610.41,5950247.38
46,1,-36.58244,174.526839,1736596.08,5950362.48
46,1,-36.58252,174.526781,1736590.79,5950353.659999999
46,1,-36.581878,174.526968,1736608.6500000001,5950424.659999999
46,1,-36.581995,174.526961,1736607.77,5950411.649999999
46,1,-36.581778,174.527757,1736679.42,5950434.58
46,1,-36.582126,174.528047,1736704.78,5950395.55
46,1,-36.581877,174.528378,1736734.77,5950422.67
46,1,-36.581686,174.528226,1736721.54,5950444.06
9,1,-36.580924,174.528497,1736747.11,5950528.28
9,1,-36.580858,174.528397,1736738.29,5950535.78
9,1,-36.580874,174.528496,1736747.11,5950533.8
9,1,-36.580728,174.528614,1736757.92,5950549.89
9,1,-36.580583,174.529023,1736794.74,5950565.33
9,1,-36.580181,174.528943,1736788.34,5950610.08
46,1,-36.580606,174.527088,1736621.6600000001,5950565.55
46,1,-36.58054,174.527102,1736622.98,5950572.819999999
46,1,-36.580307,174.526861,1736601.81,5950599.06
9,1,-36.580291,174.527035,1736617.47,5950600.6
46,1,-36.579906,174.528797,1736775.78,5950640.73
225,1,-36.579674,174.528207,1736723.41,5950667.3
46,1,-36.579852,174.528154,1736718.34,5950647.68
9,1,-36.579607,174.527696,1736677.77,5950675.46
9,1,-36.578901,174.527921,1736699.1600000001,5950753.51
46,1,-36.578977,174.528053,1736710.84,5950744.91
46,1,-36.578477,174.526902,1736608.76,5950802.02
46,1,-36.578077,174.526599,1736582.3,5950846.78
46,1,-36.577079,174.52723,1736640.51,5950956.58
46,1,-36.575619,174.527228,1736642.93,5951118.64
46,1,-36.575565,174.527192,1736639.85,5951124.59
225,1,-36.57617,174.526704,1736595.09,5951058.22
46,1,-36.576299,174.526672,1736592,5951043.89
46,1,-36.57607,174.526394,1736567.53,5951069.6899999995
46,1,-36.575288,174.528082,1736719.8800000001,5951154.13
46,1,-36.575579,174.529095,1736810.06,5951120.4
225,1,-36.574784,174.527209,1736642.71,5951211.24
46,1,-36.574828,174.526429,1736572.82,5951207.49
225,1,-36.574538,174.527202,1736642.49,5951238.58
9,1,-36.574401,174.528443,1736753.84,5951252.03
225,1,-36.57393,174.528395,1736750.31,5951304.29
46,1,-36.573798,174.527535,1736673.58,5951320.159999999
46,1,-36.574433,174.527759,1736692.54,5951249.38
46,1,-36.574341,174.528137,1736726.5,5951259.09
46,1,-36.574228,174.527674,1736685.27,5951272.31
9,1,-36.573992,174.527612,1736680.2,5951298.55
9,1,-36.574175,174.527594,1736678.21,5951278.2700000005
46,1,-36.5733,174.526832,1736611.6300000001,5951376.38
9,1,-36.573165,174.528271,1736740.61,5951389.39
225,1,-36.572354,174.528255,1736740.61,5951479.35
1.1,1,-36.572352,174.527316,1736656.6,5951480.89
225,1,-36.571791,174.527956,1736714.81,5951542.1899999995
46,1,-36.563829,174.528177,1736748.59,5952425.13
46,1,-36.56527,174.524861,1736449.3800000001,5952269.99
225,1,-36.567346,174.525995,1736547.1300000001,5952038.17
46,1,-36.567713,174.526187,1736563.6700000002,5951997.159999999
46,1,-36.567734,174.52635,1736578.22,5951994.52
46,1,-36.567395,174.526311,1736575.36,5952032.22
225,1,-36.567445,174.526746,1736614.1600000001,5952026.05
225,1,-36.57429,174.52503,1736448.58,5951269.119999999
46,1,-36.574155,174.525062,1736451.6600000001,5951284.109999999
46,1,-36.575135,174.524526,1736402.05,5951176.07
46,1,-36.575063,174.525336,1736474.59,5951182.91
46,1,-36.575162,174.526025,1736536.11,5951171
46,1,-36.575019,174.52597600000001,1736531.92,5951186.88
46,1,-36.574803,174.525939,1736529.05,5951210.91
46,1,-36.575737,174.525948,1736528.1700000002,5951107.28
46,1,-36.5758,174.525863,1736520.45,5951100.45
46,1,-36.577448,174.524902,1736431.6,5950918.99
46,1,-36.579452,174.525799,1736508.33,5950695.41
46,1,-36.579631,174.52548,1736479.44,5950676.01
46,1,-36.579751,174.525539,1736484.51,5950662.56
46,1,-36.579631,174.525601,1736490.25,5950675.79
46,1,-36.580297,174.525762,1736503.48,5950601.71
46,1,-36.580158,174.526382,1736559.26,5950616.26
46,1,-36.579649,174.525941,1736520.6700000002,5950673.359999999
225,1,-36.580806,174.525614,1736489.37,5950545.48
46,1,-36.581145,174.524763,1736412.6400000001,5950509.1
9,1,-36.581211,174.52457,1736395.22,5950502.05
46,1,-36.581647,174.525532,1736480.55,5950452.22
225,1,-36.5825,174.525982,1736519.35,5950356.970000001
225,1,-36.58274,174.525898,1736511.41,5950330.51
46,1,-36.582865,174.526487,1736563.8900000001,5950315.74
46,1,-36.583994,174.525253,1736451.44,5950192.26
9,1,-36.584768,174.526604,1736570.95,5950104.51
46,1,-36.58505,174.525816,1736499.95,5950074.3
225,1,-36.585012,174.525361,1736459.3800000001,5950079.149999999
46,1,-36.585355,174.525777,1736495.98,5950040.57
225,1,-36.585599,174.526273,1736539.86,5950012.79
46,1,-36.585367,174.526251,1736538.31,5950038.58
225,1,-36.584543,174.523614,1736303.83,5950133.72
46,1,-36.582766,174.524522,1736388.27,5950329.52
46,1,-36.582667,174.524501,1736386.51,5950340.54
46,1,-36.582659,174.524239,1736363.1400000001,5950341.859999999
225,1,-36.583113,174.523406,1736287.73,5950292.6899999995
225,1,-36.58233,174.524474,1736384.74,5950378.02
225,1,-36.582449,174.5232,1736270.53,5950366.56
46,1,-36.582468,174.522853,1736239.44,5950365.01
225,1,-36.582677,174.522618,1736218.06,5950342.08
46,1,-36.581263,174.524288,1736369.97,5950496.64
225,1,-37.050979,175.142301,1790498.48,5897325.970000001
46,1,-36.581355,174.524248,1736366.2,5950486.53
46,1,-36.581454,174.524202,1736361.8800000001,5950475.609999999
225,1,-36.581483,174.524041,1736347.41,5950472.56
9,1,-36.581198,174.524336,1736374.32,5950503.79
225,1,-36.581702,174.523358,1736285.95,5950449.2
225,1,-36.58157,174.523503,1736299.1600000001,5950463.67
9,1,-36.581435,174.522093,1736173.21,5950480.6899999995
9,1,-36.581217,174.522338,1736195.55,5950504.56
46,1,-36.580326,174.522352,1736198.35,5950603.34
225,1,-36.578715,174.523379,1736293.06,5950780.59
225,1,-36.578645,174.523641,1736316.6800000002,5950787.95
9,1,-36.578204,174.524652,1736407.84,5950835.44
46,1,-36.578613,174.522911,1736251.42,5950792.52
46,1,-36.578666,174.523105,1736268.6900000002,5950786.430000001
46,1,-36.578788,174.524271,1736372.8,5950771.1899999995
46,1,-36.578939,174.524442,1736387.78,5950754.18
46,1,-36.575261,174.523688,1736326.84,5951163.28
46,1,-36.575622,174.523576,1736316.1700000002,5951123.41
46,1,-36.575947,174.522901,1736255.23,5951088.359999999
9,1,-36.575523,174.522924,1736258.02,5951135.34
225,1,-36.574542,174.524117,1736366.45,5951242.5
225,1,-36.57471,174.524203,1736373.82,5951223.71
225,1,-36.57486,174.524271,1736379.6600000001,5951206.95
46,1,-36.574734,174.522137,1736188.95,5951223.970000001
46,1,-36.574661,174.522172,1736192.25,5951232.09
9,1,-36.574566,174.522222,1736196.82,5951242.5
46,1,-36.574475,174.521993,1736176.51,5951252.92
9,1,-36.574617,174.523105,1736275.8,5951235.649999999
46,1,-36.574055,174.522819,1736251.1600000001,5951298.37
46,1,-36.573798,174.522868,1736255.99,5951326.81
46,1,-36.57398,174.523269,1736291.54,5951305.99
46,1,-36.572633,174.522331,1736210.03,5951456.83
225,1,-36.572011,174.521164,1736106.6700000002,5951527.42
9,1,-36.572203,174.521242,1736113.28,5951506.09
46,1,-36.571791,174.521546,1736141.21,5951551.29
46,1,-36.571883,174.521502,1736137.1500000001,5951541.14
9,1,-36.571934,174.52148,1736135.11,5951535.55
9,1,-36.571669,174.522426,1736220.2,5951563.56
9,1,-36.570598,174.523092,1736281.72,5951681.52
46,1,-36.567719,174.524035,1736371.12,5951999.57
9,1,-36.567888,174.524272,1736392.07,5951980.39
46,1,-36.567931,174.523768,1736346.87,5951976.42
46,1,-36.564124,174.521663,1736165.1900000002,5952401.74
9,1,-36.563479,174.521281,1736132.12,5952473.84
46,1,-36.565964,174.521783,1736172.6600000001,5952197.39
9,1,-36.566666,174.521358,1736133.44,5952120.18
46,1,-36.567895,174.521705,1736162.32,5951983.26
46,1,-36.568226,174.521625,1736154.61,5951946.659999999
46,1,-36.568105,174.521598,1736152.4,5951960.109999999
9,1,-36.568449,174.521494,1736142.48,5951922.18
46,1,-36.57155,174.521104,1736102.1300000001,5951578.659999999
46,1,-36.572406,174.520397,1736037.31,5951484.74
46,1,-36.572074,174.520208,1736020.99,5951521.78
46,1,-36.5723,174.520242,1736023.6400000001,5951496.64
46,1,-36.572188,174.521077,1736098.6,5951507.89
225,1,-36.572761,174.520251,1736023.6400000001,5951445.49
46,1,-36.57258,174.520925,1736084.27,5951464.67
46,1,-36.572656,174.520847,1736077.21,5951456.29
46,1,-36.572764,174.520862,1736078.32,5951444.39
46,1,-36.572498,174.521133,1736103.01,5951473.49
46,1,-36.573528,174.519953,1735995.6300000001,5951360.819999999
46,1,-36.574538,174.520451,1736038.41,5951248.159999999
46,1,-36.576541,174.520805,1736066.6300000001,5951025.470000001
46,1,-36.576654,174.520958,1736080.08,5951012.68
46,1,-36.576766,174.520716,1736058.25,5951000.55
46,1,-36.576616,174.519994,1735993.87,5951018.1899999995
46,1,-36.579212,174.51958,1735952.31,5950730.79
46,1,-36.57818,174.519969,1735988.91,5950844.78
46,1,-36.574788,174.517707,1735792.46,5951224.23
46,1,-36.572263,174.519843,1735988.03,5951501.38
1.1,1,-36.567358,174.519018,1735922.76,5952046.649999999
46,1,-36.567366,174.519345,1735952.09,5952045.319999999
9,1,-36.567416,174.517294,1735768.42,5952042.68
46,1,-36.580244,174.516468,1735672.07,5950620.76
46,1,-36.584223,174.514213,1735463.3800000001,5950182.55
46,1,-36.581623,174.514042,1735452.58,5950471.159999999
9,1,-36.580776,174.514871,1735528.2,5950563.99
46,1,-36.574847,174.513668,1735430.97,5951223.46
225,1,-36.570594,174.514896,1735548.27,5951693.54
225,1,-36.565466,174.513032,1735390.4,5952265.04
225,1,-36.564402,174.514198,1735496.6700000002,5952381.45
225,1,-36.563893,174.513868,1735468.01,5952438.34
225,1,-36.564094,174.513925,1735472.75,5952415.96
46,1,-36.563888,174.510558,1735171.79,5952443.52
225,1,-36.571176,174.51204,1735291.73,5951633.01
225,1,-36.571024,174.512072,1735294.82,5951649.7700000005
225,1,-36.572054,174.509845,1735093.74,5951538.649999999
225,1,-36.572117,174.510211,1735126.37,5951531.149999999
225,1,-36.571667,174.50966,1735077.86,5951581.859999999
225,1,-36.582225,174.51334,1735388.75,5950405.35
225,1,-36.582066,174.513046,1735362.73,5950423.430000001
225,1,-36.582136,174.513196,1735375.96,5950415.49
46,1,-36.973238,175.02701,1780429.1,5906176.44
225,1,-36.980385,175.063224,1783635.79,5905314.149999999
46,1,-37.069925,175.081071,1785007,5895344.7700000005
225,1,-37.069016,175.124361,1788858.29,5895360.4
46,1,-36.937655,174.732212,1754257.7,5910642.18
46,1,-36.932826,174.684984,1750061.11,5911253.29
46,1,-36.932794,174.684661,1750032.42,5911257.39
1.1,1,-36.932904,174.683611,1749938.7,5911246.819999999
225,1,-36.951114,174.579299,1740614.72,5909385.53
